point_id,lat,lon,population,demand_score
c7528e99-e4fd-4ac0-9433-c2ba5af32519,28.991844553958995,-76.25317482926201,243,214.9
e9fc5b62-7115-4106-87c3-1b45ee16950f,36.855860960340294,-111.56968038665585,274,280.4
04c2a5b5-5ca9-469b-8824-e7ba927b8c3c,38.81036422155106,-94.05825559439279,58,68.4
a148e705-998b-4a6f-92a7-15ccc39fcc37,25.161260317999943,-77.44029187031589,417,435.1
fa28417b-50b6-4e75-9d6f-b0e965b44a2d,39.18862129753596,-104.14482896742565,123,113.3
be612bb3-6556-4fc8-a0b1-49eca4c151f8,28.263103092182288,-87.10963141684086,47,49.6
3eb84bde-78f2-4ed8-bb41-e70b5671a65a,25.62628982463199,-110.50773713111994,401,421.0
962b1d83-8135-43ac-8794-d9cec843e3b5,47.722138431333335,-118.55251272327857,108,112.2
ea8a8d36-ff7e-4b5a-9045-b1d7be31d94a,48.14080082686398,-78.13133071952149,278,240.1
c4d65d73-93e2-4238-9687-1f443f7597de,44.20993370291153,-119.1608512188863,159,167.6
99cc98f8-24ed-4a49-8855-6b53cd14fbe6,31.61534422933427,-108.98849769030451,96,93.3
9e94e214-ecae-4e02-b39a-f8c1df7edfa7,26.441802850159597,-74.54854410215103,332,268.1
08abf9b4-df68-40eb-b684-6fbccd5bb372,41.10582566280392,-104.55831206235864,176,178.8
194175a5-0992-4113-bf9d-9bd7cf102c8c,35.00381234349003,-67.59032437866449,99,118.4
f0f2a239-6143-43a3-ae07-0d8c3216970f,27.05095587111947,-67.19567424834227,23,21.6
880ad397-216f-49bf-90f7-91368d2b6ff4,36.37942275278176,-109.17171479324016,452,536.2
f10edd0d-3080-462c-8f3d-e60516f77313,24.85971302788046,-122.58228488725646,7,5.9
702cc368-8136-4502-8052-3fbf9bc80e59,46.73301005196955,-83.40126623188263,398,435.0
ca611f36-b230-458a-bc5b-9f718dcb0053,30.469499540000424,-98.39179634374773,89,75.3
4d242faf-2bca-4d67-b959-64511b0bc559,40.56305710884955,-119.055582206385,204,185.5
b7fac786-5178-4c40-8c41-9049247fd867,31.792776902235275,-83.25615368029548,511,525.5
ef1a1962-6412-4012-8271-287dc88f56ed,37.00170052944527,-123.16068036239665,33,34.2
e9b3567b-a2a1-4d90-b81a-b4f40a524d36,37.667756983581995,-73.65839526095772,167,185.4
0d2ecf95-10a7-499c-843d-9b8b9dbc7e64,28.621361388138176,-116.81950078231507,289,302.3
50a86091-8116-43f1-8f8f-1b61fcd4b8eb,48.239615694113965,-117.48859915394323,283,293.6
823708a6-f0f7-4b3d-a965-f6d2194bfb0c,43.37832058402786,-114.6353344198535,149,173.6
19c953bc-0ee4-4606-8db2-ea690d81b84e,47.48747353910473,-68.34428484896807,196,192.2
8f3d121a-bf92-4af2-82a4-3a39a73532e6,46.37068376069122,-84.10300774502309,283,251.9
f8157660-b470-4cd8-829a-d441b027e202,38.94749947027713,-77.71907940764544,368,318.2
d6dd5291-0eef-42aa-a2dd-f959abb74a28,47.04685587557792,-101.53953584176757,287,275.5
b29caf35-35cb-42ea-bee2-e46316d83083,26.212312551297988,-105.15754907720762,87,94.4
18b69f0a-cbba-4aab-bb86-a883bf808c16,28.89957156047863,-111.16544359979298,1144,934.7
37ebe5ec-a379-4eb9-a2d0-0e8d4d08d9d0,25.13068222276345,-96.64176632956787,114,97.1
30690977-f594-4e1d-9d9d-b9308177bdd9,32.13325826908161,-92.44210472148406,5,4.2
32e1dd49-3d0a-4ad9-8413-c161e29a8f55,33.71693224223705,-87.72528422448744,90,93.1
de73751a-403a-420b-bc8a-a6eb852d3742,30.783725794347397,-109.83000826407702,27,24.2
9cde8de1-5dc1-4e19-8bb2-e7d8223d1ea2,44.718437728798236,-69.02940922672354,26,22.5
637ae894-572e-4500-9992-527218ba4e74,32.918833167339734,-114.98424860577899,66,68.4
b7726e72-9a94-4835-bd49-b381051fb097,31.023362742184517,-68.02646268878166,11,12.1
a8ebde91-27dc-4065-9fc8-b6ef1e11d2eb,37.56740207895621,-124.12348877205727,233,217.4
ca00d102-5766-4544-ad83-2005f7a45860,27.523105624369066,-96.61358418280611,15,15.5
3fb261f1-1151-4ed6-8942-0ec9580d5e58,44.054924518850996,-105.33129755112279,45,37.8
888666dd-7ccb-4864-a89e-57f67088b7b0,25.863766091994272,-98.5017185781152,105,123.3
ac7fb21c-85f3-4b0e-93d1-f16bfcb7b8d1,48.672173415012935,-91.33078984013345,13,12.2
4e4a3c89-de82-42b0-a560-fd8a13a31c28,43.306119232416435,-99.30023967725018,62,74.3
90d92a70-3f7e-4024-8d54-3052c5db68fc,28.96789203835431,-100.5240358322059,170,202.5
a2e48c0e-1374-4b8e-83e2-31179ea6d5e2,24.13805292809006,-81.76931849061492,669,743.6
200e96a7-1bb4-4721-8e7e-d436ee79782b,44.386535711370854,-84.53329976989858,417,336.9
c36d6b63-6b2d-4346-a8b4-f350fe0493c3,41.671433596190425,-75.83699435988498,417,424.3
49126c7b-9cee-4177-b990-e05c8efbba9b,42.22517920102469,-110.25242010686976,39,32.6
9db72712-ceb5-4c76-90ce-dbc23387853f,43.281758667148644,-89.03781792451025,62,71.8
8b144250-0b2c-4784-ac1f-05651469df62,25.85111629335226,-90.47350766182163,16,17.9
7549b3ba-2728-493f-961d-aedace324bf2,32.96164321360681,-103.18546915851137,301,357.9
5dc0451b-b28c-4b3c-ade0-d0e703e44589,26.896726488128245,-96.32260502774183,14,14.6
c4e48e0a-379e-45e3-8aff-6f61661b3227,45.57758564688984,-106.486853544962,163,164.4
387f43a5-2725-4a07-85fc-7f7c6c813eb1,39.58245317068895,-116.63118054059787,57,57.4
e4d7b1dc-ec5d-4f3c-914a-5789cce217cd,32.27245062131623,-112.38572857089876,56,53.5
b1a0c9cb-e20e-4343-b872-4eec31945d37,25.588958757150593,-118.77469486232914,936,924.3
73566792-c7ba-4937-80df-d980b33a7fed,31.774558042891556,-84.69889506378269,283,298.3
703f77bf-1dfd-4dd7-983f-14ba0b1d705e,32.12958305066868,-86.01708380656007,363,425.9
cdf4f4c8-691e-4aa2-9a1e-16eaa8d2df6e,42.2401544584516,-68.9142240767875,170,176.5
a9092e59-bebc-4b2b-8d65-b6eac0f72609,39.93893678388033,-81.94897359481277,410,468.6
7537a7cc-3fbc-42da-af50-3445d24c0a71,46.18031856440817,-121.92929551338824,207,237.0
c4d1c7ad-e8b6-427a-ab5f-c86a98c3add3,35.80537312904873,-72.82953473819171,584,588.4
f85ecbdd-953c-4ee8-bcd3-3f3fe939ce7e,26.98985614845754,-74.10216538620219,66,62.0
2e7e08eb-412d-4572-8626-41fc5ae21cd0,41.83111968057487,-98.84410107441079,181,191.1
36e464da-2107-406f-b7d9-1be1ad67b9be,43.019626215422434,-90.43408001885263,234,228.9
3b3f05ce-1dc9-4ebb-bdb8-40683fbc3fe8,38.03192993923741,-67.41137838412138,100,83.3
61c182a0-0688-4913-9670-6712ecf7da00,43.27417949886403,-93.59404253295818,424,403.3
5432ea15-9e20-4f84-815f-491a6c18b6f9,36.34488990910977,-71.5860121258107,780,934.2
656ed800-28b5-407d-8157-1ad1ebe1bff8,37.06832073454985,-120.100713289199,136,111.4
def459fc-e59d-46dc-95ed-aa88ed74f9a1,34.68852545896374,-113.72793974618772,99,106.8
87505ebd-ecda-4323-b5d9-e28e34514500,24.63547816860238,-98.99545833696224,128,145.5
21cc2df1-0e90-4b8f-935c-406884cf751a,26.69728567483261,-90.49934830809903,383,405.8
9780c785-030f-4e5c-8960-c6f98cc288b5,24.785729642168356,-76.84255674009478,207,212.8
ae1e3481-f102-4974-af60-f61929347291,39.91026028159451,-66.69253520655198,9,9.7
0d87ee0d-359e-4796-ac1c-792cd03d334b,31.858899526908168,-102.05776170802713,156,151.6
40b596cf-c78a-4a90-b8b8-6ecfa369a19c,36.71426727911757,-122.202477467735,3,2.5
9e3f0e52-2fd9-4fea-8de9-4c416ddd9ce8,46.689161848152324,-77.73088130557583,301,356.7
e24f929b-c539-4e19-980a-be895b90efda,30.232305728721872,-89.34153757411431,80,77.8
5fbdd0f1-1ac3-4d5f-8242-120770f4d1fa,34.25957307589074,-113.2859713267761,128,136.5
ed8674ec-418c-45f1-8833-21b450198f37,42.888778463576216,-95.80512105933622,321,325.0
4b09a8f6-e758-458b-8a87-9b756bec62cc,29.71995413729056,-81.20369551351027,10,8.2
0ec8aff9-e930-4d10-81a3-8b2e277544ae,25.924497745719826,-79.54570456295002,35,41.3
0b7f6474-c149-46e8-b168-40c7b1b81b27,31.2437863228442,-95.52251369207303,101,112.8
8be81315-70ab-4145-a997-cf2a0071d250,28.03053218135011,-106.99234272239731,52,44.7
62f94159-416b-43be-b65a-ccd53e8cd437,47.242441308564324,-67.54918765972889,305,363.8
db9b71b6-f4df-4c61-af65-61fe426dad77,44.20300948911043,-85.86160595356692,1261,1380.5
03ecd835-ca07-4546-a7dc-ec6e4995f7bb,39.835093912760584,-100.91398635856838,349,345.1
2e202bc5-df12-4070-97ef-78ace5311839,45.786514754692945,-108.45266977192551,431,450.2
3fec8e1b-94ce-4c9c-a577-8d025cefb651,44.09180192247786,-81.86492400278983,553,466.0
234ec55a-2f3a-4d0f-a145-e650e615c78a,28.664251472150895,-110.7111767099677,83,85.0
0531e163-5faf-4050-b183-60cf73d4a1a4,46.313974962249446,-114.8691106505524,71,58.9
51f7e75d-6d18-4389-ae34-32c0c0e6a90c,37.48355604789127,-93.73980055123785,53,54.0
54a7b7e7-5efc-4780-89db-43ed45137ef5,44.18600387910156,-107.89074383399563,355,362.5
ab6e5221-4adf-491a-a612-e95e31a9b3d1,46.40228249808733,-87.89459644950671,228,262.1
27fa194e-5804-422e-836b-b82528396c18,31.950086874296595,-118.04161818242022,54,58.9
48c42255-6d47-4eb7-8c80-6c0fd9d8326a,26.75129811319192,-86.35847483052802,95,85.5
ceec5f88-8f8c-4694-902a-e1488bdb7696,29.698379063548543,-108.28550484813557,141,162.9
07e49216-1382-4e40-9761-c00ae7b10035,34.67769471565641,-124.98566686836375,150,154.4
d0fb68ff-f1c5-4ccd-ae1c-1c6cdd24b5b3,44.45036914806233,-117.51077259722359,439,457.7
c08e5120-fd23-42ab-83c2-7a7e516fe24d,45.51826458140859,-69.91669270772945,96,83.3
5173171f-f194-4829-9787-35c1789ac225,24.17380326327977,-73.82607629219389,478,546.4
d2809d7d-a008-4266-9cfd-9c91aff7c3ce,36.768682564439146,-111.21706710986203,116,136.0
4a1198e1-2191-4ae8-885f-7bbb73bb04b3,34.43527507871947,-79.07605763181601,274,304.1
7332b86f-b0db-4c17-98c8-838e81f83f72,29.552695261768257,-89.09427600273551,533,627.0
647ea634-5537-476d-b463-e33c03720a78,26.99663418334207,-67.7166220244577,476,438.4
6d5e3b9e-41b1-490e-b93d-91f65ba0c512,32.4403792850907,-102.95726608749051,12,13.7
91382006-0497-447c-8c30-b02dc0ef6e1f,47.572742597812976,-84.79382386148689,46,45.8
28f57724-cf1f-45d6-96dc-8654ab2111a4,32.08007330051888,-121.2513923769888,130,112.5
344cad79-8758-4d89-b9f9-4d64654308f4,36.96976554358415,-101.62140653783204,113,120.6
8768c07e-d9fd-4163-a72f-4f8fe54e40e8,41.57547397237944,-68.13475798989735,205,220.1
9e9b2867-bec5-441a-9c46-59f4168887d4,33.09074005948235,-93.20012840744289,579,529.7
6cf71baa-8fcc-480f-b4a7-e45ab1f85541,48.29455206802402,-108.01510930324417,24,19.5
ace72b75-5887-4fdd-ae7b-a4312b276c0a,48.06118237355278,-117.90401317541219,120,105.6
e0939e29-4456-455b-847e-f2b410823b39,30.294557395634104,-83.49182792928971,43,41.3
99392719-2477-44ab-b33d-558ccf38108a,36.431212647309636,-86.95349343764612,449,389.3
f306fbfd-c62c-47b5-a131-ced4ba0495dc,31.521957745419243,-102.9376158973773,668,586.2
2d539034-35c5-4207-8b96-a9e5d7dd0205,31.12101235943669,-68.89446023991579,130,124.4
0d95e000-f73a-4ccc-a4a8-2550044fcb9a,24.92217368386332,-123.69003403371683,22,26.1
4e7d5b67-8e90-47ff-888a-44f50f47f609,39.23910834949742,-107.08029275372228,308,340.6
bf99fd82-a7d3-4aca-96d0-bedb8fa29649,36.56697558072154,-70.6569003083247,239,221.8
700d2235-bbd3-495e-9b6c-f4be3c883175,25.286968781249733,-106.06480913915301,88,103.9
1678f829-c146-41ea-9d5d-c8290ccf9734,30.966161605915286,-110.11708280254494,437,462.5
18a843fd-f5a3-40da-a752-d16621d54af9,46.70664714916634,-93.48099581405641,745,731.7
b0582454-a24a-4ee7-a706-3324a4fd9485,29.989047266674312,-76.39569675468826,163,160.9
ae927aef-b72a-4255-af5d-e9b7d6e679bc,27.622371802280576,-118.9143411081767,167,161.0
b4c7e0ea-ab14-4a74-98cf-efd9c37c52a7,36.23631900693908,-69.36177813090157,71,63.4
20782c83-544a-452f-9857-34b0cbe2746d,48.641261352765014,-78.09070001031132,176,168.0
9171fec7-1ad7-4d0d-bbd0-f84f5df76f8a,30.05138178778751,-114.30623492245843,116,117.3
63c0e023-46d6-443d-a242-4b7783729395,40.80338868514696,-82.9915302893084,72,72.8
d6a0bf80-6b24-4b05-8696-f925af79894b,43.04049038321794,-102.28743536438412,14,15.5
97bbd60f-89ae-4cb3-98b2-e2e464817d39,29.940938599809993,-101.26461399349719,58,54.7
9346399e-d911-41cc-a0af-a2b40bbb07cb,42.205408715296485,-78.78588454610689,44,47.8
ff698d16-d0db-4f64-b7fb-94b18e1f7841,33.19457831798133,-68.19569632913681,156,160.9
6b3e966e-77dd-476e-bc5c-092d04548742,39.807645764839485,-117.52730350201556,184,218.0
9bcebe0f-08ad-4674-bbc5-879e22559b0d,39.838242769022365,-100.18281602414966,188,179.4
be3fa5c6-14c9-488c-acb7-d907452f426d,37.394367101868966,-96.62444512302609,98,113.7
240b2628-7a60-4d8f-931e-46f16f0199f2,26.257244251360206,-102.79760279965514,109,123.0
eca6da16-9e83-4c2e-aa4a-fadb958c986d,44.88256238973095,-103.57184170074272,359,378.8
d3bad2d0-159e-4fa7-98ca-1387fd757837,32.0195016242934,-121.9161486138658,129,137.0
df9dc81c-c56f-41ff-a7c3-d9f4c30ac816,28.662962759996354,-84.55322138680523,881,734.6
f0e30962-091a-4f4d-90c8-a8bde7285f6a,25.0193785388691,-99.26334938991732,116,136.9
9077c241-23b6-415c-a1a2-775feacc8b65,38.77232357970605,-113.50716564400832,210,177.0
4122bbd5-1f4d-4fd1-8a69-f45412c8fcb9,40.939109046057055,-76.85402336417796,10,10.3
68b5aa00-7240-4cb9-8cb9-e19b3926ebb2,24.414695723196402,-77.64891585905394,212,197.6
5c7c49a2-93bc-4cac-8083-5bc6a27cc094,36.802326457482025,-96.30289394275526,381,370.3
0dbb9930-a066-4d16-a876-8a4b9c8282cf,29.66239437994845,-107.39141099228213,571,596.2
e6c78ffa-b2ae-4d54-a6fc-59bfc9320685,40.12931976023624,-87.35252917800932,1184,1377.6
a0aa0fea-20b6-4053-9dc3-dbb079cde7f1,28.359160725124788,-107.99902398913322,66,64.9
600eca7c-33e1-4dde-aa30-463f7308c799,41.27344345256165,-111.075532110901,171,204.4
537ffb9e-2394-445a-98e9-1cdf348b94d7,33.66838365751343,-81.89963541244673,120,124.5
2b4e0a14-5c08-42a0-a46f-71f71a390a07,47.418249718418366,-122.6208108564639,166,143.5
f7b07a21-f299-434e-bed1-ed38a5ad8bf8,27.43802360364983,-119.40866020895896,34,29.8
38888519-3c87-45cf-8825-dc7e0daa8e3e,32.52665877625646,-124.5994977326082,388,421.5
7678ade3-787e-4b1b-8f98-f35d7b9b029f,26.83683803101473,-115.97635199794986,481,394.5
02eb7ee3-8e81-4970-908e-11553e2e1132,47.11734045696407,-120.92958948608289,119,118.1
85efb67b-1230-4b93-8915-6333a70d8611,45.93348383452452,-66.2476603009848,66,56.7
474c6565-790c-43d0-a73f-0f41eecd8388,30.44854069287889,-107.96021177270872,30,29.2
5a2dca32-7247-4277-a789-88fb197fc2f0,40.499601150854474,-116.1931872525144,230,253.0
0a3c9e6a-c60e-4cf3-b0de-7f2165d42b4b,44.4305550050304,-110.78122077824084,75,73.8
43e7ba6b-3368-44f9-b521-acb5b8e5c533,37.88002028998656,-69.76859127913205,481,416.2
151a0661-6d9b-4509-bb01-64d6fb232972,37.24126445890016,-94.31054684156065,222,200.0
fc893c40-3190-4acb-9fbf-15b4ff407210,30.046307272511292,-103.47573231783645,208,197.0
189293da-c057-42d1-bb14-ebed57864e54,26.32756919514748,-73.46990398335606,164,135.8
0ffc8b1e-68e0-4600-9c5d-907da31179da,46.43039394883317,-101.69557403760709,9,9.3
fad51800-ba55-4a2e-8c24-41475aa1c77a,46.51045142908326,-105.23449437249594,537,560.1
7d15b089-85bd-470d-895c-35079a773f87,39.827536431831696,-112.7703311695656,198,163.3
b35d9464-0fdd-4e2c-8622-45d5143ae9b6,32.47574477621752,-102.70998738934472,1025,984.9
2628670e-09c6-4cbd-8597-8635a7b1a5f7,32.73023936531652,-106.31562299500136,154,148.7
fd29f819-4956-408e-9d70-108a7b75968c,42.14889197175599,-85.03906640140968,248,231.5
0c60cd5a-f8d2-4e6a-acba-4d3df92bb8ce,46.42775649881443,-107.9146204244271,12,12.3
2d5956df-f9d2-4511-9fe5-6e432b3d4dc0,46.177160606627936,-90.94521496106887,200,187.7
eb51d06b-bd51-4d27-bfe8-e839ee3b8966,43.496888646440595,-121.11236226311361,289,279.3
421d1bef-fe84-467a-b96e-5c5ac8dd26d1,40.05079115385719,-113.71393975490565,301,336.8
897d0dbc-adf4-4bcb-8093-e820cb51fa69,26.103499124876222,-100.96308897493043,294,254.3
778a9e14-c6c7-40e6-9f1c-5840492adcd3,28.040717852365344,-69.71999401938697,51,53.4
015ca608-ddd7-4f63-a0c5-56aa8e2bdc16,46.463854713176985,-102.74213284277397,741,742.7
4a2c98b6-fde3-4b09-9813-6569af54359f,39.16072649148975,-85.81962684920978,1067,983.8
eab05618-5167-4606-b9ec-eef97c869d46,24.22992629041574,-109.94985387713751,16,17.5
e833e658-cfb8-42d4-8bb4-f00d4fa1dec9,26.536788571650803,-117.50501901757933,551,562.3
8167425c-b718-4ad6-90c0-6cd6daa6b99c,40.5875442277014,-121.54634059527704,68,67.4
25070cf7-d74c-45d9-b34c-afa9fcee2d9b,24.126539596155467,-106.98060358597768,234,249.7
30f0dc32-b19b-45bf-8315-2af3679acf9b,28.020201285437466,-115.69799941898243,83,93.0
14734486-cd0a-4d3c-8e56-3432689072d0,37.71834473416465,-114.73338356704868,687,816.9
9cb2276b-6307-463d-9662-8826f4e42b8f,41.297379942317335,-80.11520080516995,21,22.1
e9cbf59a-e51b-4370-9323-92dedcac4b1a,40.29903148756502,-124.06555381425243,138,158.7
ca268f15-b591-4006-bab2-d9646b505704,29.606732736513994,-92.08920258160937,112,89.6
f7ce57d4-e3ae-43cf-97e7-49a8ad07e1d4,41.8044805336884,-102.61177854498558,79,80.0
0fbbcb73-77fd-4b52-89a1-50c827b19406,29.931227187420003,-95.11355000539572,207,183.4
619873a3-c022-4e6c-ab97-99d0141858ba,32.134992453981695,-91.79301600433843,28,23.5
069fbab2-0722-47c1-8f75-8be0d61ab5f8,42.662285127950604,-106.5113060270206,1227,1242.7
0a632070-c326-4b56-8370-fd102c2ecc71,40.24082247618037,-107.58857724912717,788,865.8
8b750fbc-e4d2-491b-a9e2-3fdd1b8f2a0e,45.23058526235445,-81.72929088924056,326,314.6
895aa0b3-4d70-4504-be2e-0f90938de2c9,40.44032230750858,-73.59465770085173,393,419.7
26b108b7-7f02-47be-af56-fd571a518e83,38.20771508338679,-113.63768368494685,89,88.6
ecf96ca4-6383-40cb-9b2d-d44db0905dd8,26.341869195702312,-119.24049312842621,79,77.0
6f78ebb5-a976-4ced-ab07-f0a5e7b26c41,33.19289507648584,-72.03004742287047,146,133.8
9c77f6ee-fdfe-41d0-bd0c-0c2471e8d083,30.630059192043134,-104.35616764480348,9,8.6
001ac449-0cff-4e93-a02e-f053012ef37a,30.09974108447709,-92.47227395089396,581,546.1
57d0ce01-f5de-4485-a4cd-a7fc61656031,48.325263868811135,-103.7869544733198,31,32.8
16675a63-6567-4a74-8c8c-d4f39ea8ab67,33.82744311666901,-117.57766215558297,467,395.3
5cb47e8a-6549-4149-a6aa-976650aeb2e4,46.30116387942783,-90.22943294808405,17,14.2
8b2c229e-4579-4f22-9b8c-42e11707c0ea,39.778465649931576,-94.01668974559185,346,368.1
b681468c-0fd7-4ecb-9e65-24cdf0b33c15,43.870282588541215,-113.02338000771937,33,33.6
735f0a20-2008-42ea-adda-c5b347721f55,36.5659273276298,-98.3397263655156,8,7.8
8d50a9aa-2c43-4b6a-90aa-3ee7626a40ca,38.422597115658974,-77.98009726307689,254,218.7
47c26317-628a-41ef-a257-093a3e4d339f,36.3129423454716,-90.16485991663441,66,63.7
146c1a1b-6d23-4907-bd55-6c613bf1bae3,28.881074694951113,-119.2818777030473,251,280.1
5809d348-8b63-4044-8b9e-00d6de25a809,42.06130288153763,-92.66673166348103,162,187.2
67b18bf5-9a35-4616-acd2-cb0d88f240a4,31.019309061021396,-83.53844034191437,23,24.9
8d637491-c08b-4b95-9930-52195363c239,24.607899160786346,-78.23049905893566,538,443.3
fb8e32e0-0136-4a61-b479-cf01c6bad5a5,40.13680739767919,-87.88206286057826,120,128.2
122e0122-17cf-42b4-8a7c-04e877f3dc67,28.427766985176223,-115.99316829209376,265,237.5
f9739ab4-9216-4832-86b4-3e760cb29e89,47.51146460882286,-83.09977727118053,139,128.7
f61348c1-1e1e-41d4-804e-0ad000f9af53,47.84821442506468,-85.03683108119054,185,162.5
0017addb-4886-4a68-93b5-1e6bc2ac0ca4,46.871609755511216,-123.55881390650264,72,79.9
524cf0be-5b30-4890-a0e6-6f08b0ba098d,33.25396750638611,-100.70688761217565,45,47.7
ae891b30-37ca-4bd0-8b85-86014673d18b,24.386415413221684,-105.35593542921998,156,163.0
d4898809-40ee-4263-afe3-ae9343a13227,47.20796406469313,-85.50468820903504,116,123.8
b9ad484c-ee4f-492d-a617-91e0f6bc1b75,34.70460370793286,-112.24798707365568,99,88.6
6befe100-4c6a-427e-8697-782b9f0c6344,48.16637047609174,-90.13855654451875,223,218.1
0cd61644-4234-4397-9fad-b0128979ed99,48.09049942723132,-71.12084825296384,235,247.5
0bad384b-d346-4c88-bbe6-5f816315490e,45.325236386684,-77.92966003969215,9,9.5
512caee9-af28-4278-9dee-1faba3719400,31.36122230173964,-70.6339935632247,83,92.7
c0c7376b-5afb-4559-b025-1c88ea7dc9c5,33.62744321504813,-67.2681479509713,106,97.0
fc3f347b-f351-4c9c-88f7-39cf4766d7f6,45.27841678792142,-124.3704625066364,20,22.2
789c6fc0-f93a-4bf1-9c7d-88299d24cd27,31.923050128906944,-88.25826469372882,54,52.7
6ae095f3-8500-4a7a-bd21-f1d59dc11cd7,28.237318667152312,-100.64247553222452,11,11.7
2560eb70-163a-483f-83af-10f30e05c689,37.92003156145876,-74.26858507022781,1117,1097.2
4d1f5dbf-bda2-4485-b163-64ffe236ae65,47.40386935401952,-110.14293258146122,267,314.9
927d15ae-a7ce-4ffe-9ed9-ac3b928f4291,41.400744916874324,-67.1192601422105,18,15.7
5459e853-71bb-4e8f-be4e-a949479ca59a,38.25152925223412,-88.79122979691891,4,4.3
984e4057-fad1-4b2e-b3d7-ed8e6d071ce6,26.429412344269213,-78.18129326849898,254,261.8
0b70e1d7-72bd-4e69-ac70-4ca1886f0fe3,39.37518066747924,-119.94962638345667,116,100.8
4c7fdbc5-0086-4a82-9198-f964f0d2dcc1,48.75134625260658,-114.17598479922697,309,255.4
dc08052b-ecb1-46fe-a4cd-df883df2ce80,27.5021003809131,-80.25418329098201,514,575.5
e0d0e330-eeb9-45f3-bf2d-13a257ceeca4,36.95824130909342,-123.70279519967991,183,157.9
f4665358-f248-496b-8ddd-968bc6ecf9d0,45.93432679819888,-76.80419883226682,41,35.9
60e94e53-3b5a-4df5-8a94-c253f8703938,42.51921544385511,-124.17700789717722,305,363.4
3bb63774-928c-4aac-b715-5bdee1d9d659,41.4253935248817,-86.22998849538487,624,678.2
10c45a45-671f-4c4d-bfbe-f2ba8683a44c,41.56210209967773,-103.45945870632346,174,156.6
4ddb2ce2-2b39-41be-b588-ce147aed4120,32.98727878049388,-88.92180368956724,229,237.3
fe69c687-5d13-412b-bad9-0be5b10366b2,31.339796106612333,-83.9341469876423,82,83.1
16e50be2-ba2e-4e88-b676-80c63f033206,44.23402888696284,-104.79396206800806,96,109.2
60b8afa1-9743-4f02-852b-0839b8459d00,44.25283486697952,-118.6302155614607,265,289.3
1f5b8c8c-4e5f-4fe1-a4d3-82742645b33a,45.67680796450259,-120.89089380285233,526,595.8
5de6f16e-4daf-4f4a-a77b-b80338c71b4e,46.83101381391178,-90.25277466880968,198,175.2
b21c1737-330d-451b-9ff4-8e49c3b6fbc1,36.783559971523445,-94.28133412968742,312,329.5
4b36838f-9638-43c2-a97f-e3aad4d386ea,36.53790736717999,-81.21014046185317,38,31.0
ea14a023-532b-4f62-b49f-3f8e4d4880b3,43.95737947416938,-94.92560490976771,48,39.7
